Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
tl_robot_link0,0.000197158335101408,-5.65942773516878E-05,0.0376676214851066,0,0,0,0.749899458922545,0.00156235136176764,-6.48262732748015E-08,4.21713907756751E-05,0.00143055291291807,-1.4740224733695E-07,0.00181952433904877,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link0.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link0.STL,,底座组件-1/2.05.00.76-000022-1;底座组件-1/淘宝_双螺母航插座(TGG+ZCG 2B 7芯)-1;底座组件-1/淘宝_双螺母航插座(TGG+ZCG 2B 26芯)-1;底座组件-1/内置控制器-2/3D_cobot-io-A1_0-000-1;底座组件-1/淘宝_航空插头+插座(SF12-9芯插头+厚螺母座)-1;底座组件-1/WIFI天线-1;2.01.08.23-000200-1;底座组件-1/2.01.08.23-000209-0.5-1;2.05.00.76-000024-0.1-1;2.05.00.76-000023-0.2-5,tl_robot_link0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
tl_robot_link1,-3.22169620622034E-06,-0.0151242570890185,0.0705019653501001,0,0,0,0.518481282081828,0.00167110041898517,1.56212363051667E-07,-1.54670410912784E-07,0.00175701064773447,0.000263613286475281,0.00078448162552415,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link1.STL,1,1,1,1,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link1.STL,,2.01.08.23-000201-1;2.05.00.76-000024-0.1-2;2.05.00.76-000023-0.2-6,tl_robot_link1,tl_robot1,tl_robot_joint1,revolute,0,0,0.1305,0,0,0,tl_robot_link0,0,0,1,0,0,-3.14,3.14,,,,,,,,
tl_robot_link2,-3.64948803709113E-06,-0.15878316508675,0.00258163777686799,0,0,0,0.922466553994291,0.00326663921530272,-8.08050575635626E-09,-1.47598477607018E-07,0.00102266010722135,-4.44984199306338E-05,0.00339452282892035,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link2.STL,1,1,1,1,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link2.STL,,2.01.08.23-000202-1;2.05.00.76-000026-0.1-1;2.05.00.76-000025-0.2-3;2.01.08.23-000203-1;2.05.00.76-000025-0.2-4;2.05.00.76-000026-0.1-2,tl_robot_link2,tl_robot2,tl_robot_joint2,revolute,0,0.016,0.1315,-1.5708,0,0,tl_robot_link1,0,0,1,0,0,-3.14,3.14,,,,,,,,
tl_robot_link3,2.78354237109954E-06,0.0694960867121006,0.00637377402709792,0,0,0,0.396498595803028,0.00137497380584233,7.68580314688229E-08,2.54610387073722E-08,0.000357925421554553,0.000211759769095163,0.00141757729346042,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link3.STL,1,1,1,1,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link3.STL,,2.01.08.23-000204-1;2.05.00.76-000028-0.1-1;2.05.00.76-000027-0.2-1,tl_robot_link3,tl_robot3,tl_robot_joint3,revolute,0,-0.3205,-0.0295,-3.1416,0,0,tl_robot_link2,0,0,1,0,0,-3.14,3.14,,,,,,,,
tl_robot_link4,-3.40933814129099E-06,-0.0133244789122422,0.0587132278152935,0,0,0,0.244288838248205,0.000507361499420707,3.14094200860272E-08,-1.10052697249875E-07,0.000522024117409157,8.94126964826422E-05,0.00020297105617683,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link4.STL,1,1,1,1,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link4.STL,,2.01.08.23-000205-0.4-1;2.05.00.76-000028-0.1-2;2.05.00.76-000027-0.2-3,tl_robot_link4,tl_robot4,tl_robot_joint4,revolute,0,0.1745,-0.0135,-1.5708,0,0,tl_robot_link3,0,0,1,0,0,-3.14,3.14,,,,,,,,
tl_robot_link5,-1.40320481653003E-05,-0.0434236898124816,0.00052679877060258,0,0,0,0.248665741580514,0.000435366365640956,1.02578029161429E-07,3.83958961826191E-08,0.000223309836077531,-9.15144352364642E-05,0.000440491062715861,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link5.STL,0.568627450980392,0.596078431372549,0.623529411764706,1,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link5.STL,,2.01.08.23-000206-1;2.05.00.76-000028-0.1-3;2.05.00.76-000027-0.2-2,tl_robot_link5,tl_robot5,tl_robot_joint5,revolute,0,0.0145,0.105,-1.5708,0,0,tl_robot_link4,0,0,1,0,0,-3.14,3.14,,,,,,,,
tl_robot_link6,8.18734378994135E-06,9.1246482065654E-05,0.0267686825888341,0,0,0,0.222487041141641,0.000135311205902358,-5.82503171377999E-08,-1.88841459723531E-09,0.000134459672909182,-1.23915005752652E-08,0.000181050255328463,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link6.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://TCB610_06N_urdf/meshes/tl_robot_link6.STL,,J7轴装配体-1/J7外壳-1;J7轴装配体-1/ZGG-1B-302-1;J7轴装配体-1/2.05.00.01-000411-V1.2V1.3V1.4-1;J7轴装配体-1/2.05.00.76-000021-0.1-1;J7轴装配体-1/螺纹套5-2D-V1.2V1.3V1.4-4;J7轴装配体-1/螺纹套5-2D-V1.2V1.3V1.4-3;J7轴装配体-1/螺纹套5-2D-V1.2V1.3V1.4-2;J7轴装配体-1/螺纹套5-2D-V1.2V1.3V1.4-1;J7轴装配体-1/ZGG-1B-316-1;J7轴装配体-1/2.05.00.01-000408-V1.2V1.3V1.4-1;J7轴装配体-1/2.05.00.01-000410-V1.2V1.3V1.4-1,tl_robot_link6,tl_robot6,tl_robot_joint6,revolute,0,-0.1145,-0.0145,1.5708,0,0,tl_robot_link5,0,0,1,0,0,-3.14,3.14,,,,,,,,
